"rel_id","emp_from","emp_to","weight","rel_name"
1,1,1,1,"innovation"
1,25,1,1,"innovation"
1,50,1,0.571428571428571,"innovation"
1,66,1,1.57142857142857,"innovation"
1,228,1,1,"innovation"
1,233,1,0.428571428571429,"innovation"
1,246,1,0.571428571428571,"innovation"
1,253,1,0.571428571428571,"innovation"
1,2,2,0.285714285714286,"innovation"
1,27,2,2,"innovation"
1,73,2,1.14285714285714,"innovation"
1,93,2,1.28571428571429,"innovation"
1,164,2,0.285714285714286,"innovation"
1,213,2,1.42857142857143,"innovation"
1,249,2,0.714285714285714,"innovation"
1,262,2,1.14285714285714,"innovation"
1,7,3,1,"innovation"
1,82,3,1.42857142857143,"innovation"
1,93,3,2.85714285714286,"innovation"
1,94,3,0.714285714285714,"innovation"
1,199,3,0.285714285714286,"innovation"
1,4,4,1.85714285714286,"innovation"
1,30,4,0.571428571428571,"innovation"
1,114,4,0.571428571428571,"innovation"
1,135,4,1.28571428571429,"innovation"
1,167,4,0.714285714285714,"innovation"
1,170,4,0.428571428571429,"innovation"
1,182,4,0.428571428571429,"innovation"
1,208,4,0.857142857142857,"innovation"
1,5,5,1.28571428571429,"innovation"
1,32,5,0.285714285714286,"innovation"
1,66,5,0.285714285714286,"innovation"
1,85,5,0.571428571428571,"innovation"
1,185,5,0.428571428571429,"innovation"
1,255,5,1.42857142857143,"innovation"
1,171,6,1.14285714285714,"innovation"
1,215,6,1.57142857142857,"innovation"
1,232,6,1.57142857142857,"innovation"
1,15,7,0.142857142857143,"innovation"
1,36,7,0.428571428571429,"innovation"
1,93,7,0.571428571428571,"innovation"
1,99,7,1.85714285714286,"innovation"
1,120,7,0.285714285714286,"innovation"
1,154,7,1.14285714285714,"innovation"
1,174,7,0.428571428571429,"innovation"
1,237,7,0.571428571428571,"innovation"
1,242,7,2.14285714285714,"innovation"
1,287,7,0.142857142857143,"innovation"
1,298,7,0.142857142857143,"innovation"
1,8,8,1.14285714285714,"innovation"
1,40,8,2.14285714285714,"innovation"
1,76,8,1,"innovation"
1,113,8,1.71428571428571,"innovation"
1,231,8,1.42857142857143,"innovation"
1,277,8,2,"innovation"
1,4,9,1.42857142857143,"innovation"
1,32,9,0.714285714285714,"innovation"
1,34,9,1,"innovation"
1,55,9,0.285714285714286,"innovation"
1,58,9,0.714285714285714,"innovation"
1,61,9,0.285714285714286,"innovation"
1,114,9,0.714285714285714,"innovation"
1,144,9,1.28571428571429,"innovation"
1,156,9,0.571428571428571,"innovation"
1,164,9,0.714285714285714,"innovation"
1,165,9,0.428571428571429,"innovation"
1,198,9,1,"innovation"
1,284,9,0.428571428571429,"innovation"
1,10,10,1,"innovation"
1,11,10,1.14285714285714,"innovation"
1,48,10,1.14285714285714,"innovation"
1,119,10,2,"innovation"
1,176,10,0.142857142857143,"innovation"
1,243,10,0.714285714285714,"innovation"
1,253,10,1.42857142857143,"innovation"
1,10,11,1.42857142857143,"innovation"
1,11,11,0.285714285714286,"innovation"
1,29,11,1,"innovation"
1,48,11,1.71428571428571,"innovation"
1,119,11,1.28571428571429,"innovation"
1,176,11,0.857142857142857,"innovation"
1,243,11,0.857142857142857,"innovation"
1,46,12,0.428571428571429,"innovation"
1,59,12,1.42857142857143,"innovation"
1,105,12,1.14285714285714,"innovation"
1,143,12,0.571428571428571,"innovation"
1,108,13,1.57142857142857,"innovation"
1,116,13,0.571428571428571,"innovation"
1,151,13,0.857142857142857,"innovation"
1,175,13,0.571428571428571,"innovation"
1,204,13,1,"innovation"
1,285,13,0.714285714285714,"innovation"
1,157,14,0.571428571428571,"innovation"
1,162,14,0.142857142857143,"innovation"
1,198,14,1,"innovation"
1,205,14,1,"innovation"
1,239,14,0.571428571428571,"innovation"
1,260,14,0.571428571428571,"innovation"
1,7,15,0.285714285714286,"innovation"
1,59,15,0.857142857142857,"innovation"
1,108,15,0.142857142857143,"innovation"
1,120,15,0.857142857142857,"innovation"
1,121,15,1.42857142857143,"innovation"
1,152,15,0.571428571428571,"innovation"
1,188,15,1.42857142857143,"innovation"
1,196,15,1.42857142857143,"innovation"
1,212,15,0.571428571428571,"innovation"
1,236,15,0.571428571428571,"innovation"
1,271,15,0.571428571428571,"innovation"
1,282,15,1,"innovation"
1,285,15,0.857142857142857,"innovation"
1,43,16,1.14285714285714,"innovation"
1,61,16,0.571428571428571,"innovation"
1,122,16,0.142857142857143,"innovation"
1,140,16,0.285714285714286,"innovation"
1,156,16,0.285714285714286,"innovation"
1,165,16,0.571428571428571,"innovation"
1,191,16,0.571428571428571,"innovation"
1,217,16,1.85714285714286,"innovation"
1,259,16,0.285714285714286,"innovation"
1,75,17,0.571428571428571,"innovation"
1,115,17,0.857142857142857,"innovation"
1,135,17,0.571428571428571,"innovation"
1,173,17,0.714285714285714,"innovation"
1,177,17,1.71428571428571,"innovation"
1,202,17,1.57142857142857,"innovation"
1,247,17,0.714285714285714,"innovation"
1,255,17,0.714285714285714,"innovation"
1,18,18,0.714285714285714,"innovation"
1,76,18,0.714285714285714,"innovation"
1,131,18,1.85714285714286,"innovation"
1,143,18,1.14285714285714,"innovation"
1,167,18,0.428571428571429,"innovation"
1,219,18,0.857142857142857,"innovation"
1,246,18,1.14285714285714,"innovation"
1,56,19,0.714285714285714,"innovation"
1,124,19,1,"innovation"
1,133,19,0.714285714285714,"innovation"
1,153,19,0.571428571428571,"innovation"
1,154,19,1.28571428571429,"innovation"
1,156,19,1.71428571428571,"innovation"
1,191,19,0.857142857142857,"innovation"
1,212,19,0.714285714285714,"innovation"
1,217,19,1.14285714285714,"innovation"
1,275,19,1.28571428571429,"innovation"
1,294,19,1.57142857142857,"innovation"
1,3,20,0.571428571428571,"innovation"
1,20,20,0.714285714285714,"innovation"
1,78,20,0.857142857142857,"innovation"
1,90,20,0.142857142857143,"innovation"
1,95,20,0.285714285714286,"innovation"
1,151,20,0.857142857142857,"innovation"
1,183,20,0.714285714285714,"innovation"
1,285,20,1.71428571428571,"innovation"
1,286,20,0.714285714285714,"innovation"
1,21,21,1,"innovation"
1,145,21,1.57142857142857,"innovation"
1,255,21,0.285714285714286,"innovation"
1,57,22,0.857142857142857,"innovation"
1,68,22,1.42857142857143,"innovation"
1,96,22,0.857142857142857,"innovation"
1,138,22,1.14285714285714,"innovation"
1,153,22,2.14285714285714,"innovation"
1,163,22,0.428571428571429,"innovation"
1,23,23,0.714285714285714,"innovation"
1,24,23,0.857142857142857,"innovation"
1,39,23,0.285714285714286,"innovation"
1,188,23,1.14285714285714,"innovation"
1,284,23,1.42857142857143,"innovation"
1,20,24,1.28571428571429,"innovation"
1,23,24,1.57142857142857,"innovation"
1,24,24,0.428571428571429,"innovation"
1,188,24,0.857142857142857,"innovation"
1,293,24,0.285714285714286,"innovation"
1,1,25,1,"innovation"
1,25,25,1.14285714285714,"innovation"
1,50,25,0.714285714285714,"innovation"
1,66,25,1,"innovation"
1,228,25,0.571428571428571,"innovation"
1,233,25,0.428571428571429,"innovation"
1,253,25,1.42857142857143,"innovation"
1,266,25,0.857142857142857,"innovation"
1,278,25,1.14285714285714,"innovation"
1,61,26,0.857142857142857,"innovation"
1,83,26,1.42857142857143,"innovation"
1,94,26,1.42857142857143,"innovation"
1,137,26,2,"innovation"
1,140,26,0.571428571428571,"innovation"
1,178,26,1.85714285714286,"innovation"
1,230,26,0.142857142857143,"innovation"
1,263,26,1.42857142857143,"innovation"
1,134,27,0.285714285714286,"innovation"
1,166,27,0.142857142857143,"innovation"
1,172,27,0.285714285714286,"innovation"
1,213,27,0.428571428571429,"innovation"
1,224,27,1.14285714285714,"innovation"
1,280,27,1.42857142857143,"innovation"
1,150,28,1.85714285714286,"innovation"
1,174,28,0.714285714285714,"innovation"
1,3,29,0.714285714285714,"innovation"
1,7,29,1,"innovation"
1,14,29,0.285714285714286,"innovation"
1,69,29,0.571428571428571,"innovation"
1,132,29,1.85714285714286,"innovation"
1,148,29,0.285714285714286,"innovation"
1,192,29,3.57142857142857,"innovation"
